timestamp,battery_voltage,temperature_c,signal_strength_db,solar_panel_efficiency_pct,fuel_level_pct,altitude_km,velocity_kms,mission_mode,subsystem_status
2024-01-01T00:00:00Z,29.0274245371779,25.61373800341626,-75.02667719071167,84.74516728798855,49.32207353021974,410.1659230361076,7.65187353404531,nominal,nominal
2024-01-01T00:01:00Z,28.913046418922423,25.4360581843076,-75.2949541789478,84.75215340872352,49.111933241387156,410.0968240412161,7.651142288085746,nominal,nominal
2024-01-01T00:02:00Z,29.080829626377867,24.742678988798275,-75.12006778584971,85.6627611217701,50.87249838109659,410.34689723597074,7.653170674852985,nominal,nominal
2024-01-01T00:03:00Z,29.10458195722793,24.423529108545193,-74.61508466625622,85.24828613929107,50.70996716882115,410.2117731409503,7.648010436296769,nominal,nominal
2024-01-01T00:04:00Z,28.850977205740406,23.79881388656752,-74.86580115536376,85.03757165245128,48.335652223905385,410.45388546529955,7.65004479938285,nominal,nominal
2024-01-01T00:05:00Z,28.916009625735825,24.92145592819748,-74.68087660364208,85.39045265524854,52.2374470710695,410.38651304083885,7.64985964761331,nominal,nominal
2024-01-01T00:06:00Z,29.051342038246304,26.288368765317575,-74.49928233120278,84.25094545350788,50.52264816966124,410.5892981423586,7.647703416018075,nominal,nominal
2024-01-01T00:07:00Z,29.017999445296883,25.42800431519766,-74.9363722652649,85.21289627770062,49.107958000639826,410.26250975386455,7.6523648454506334,nominal,nominal
2024-01-01T00:08:00Z,29.051567352093493,25.01358975262213,-74.39429104502219,86.16427866135655,52.66783377601216,410.4485093413444,7.650479062770777,nominal,nominal
2024-01-01T00:09:00Z,28.982916027500732,25.507735999186902,-74.53107092353196,85.35800583279297,51.93334637376677,410.10682848134877,7.6521042798238526,nominal,nominal
2024-01-01T00:10:00Z,29.145437717737085,24.62902824114965,-75.22420638911301,85.36202042612335,49.208052012068634,410.0405347565304,7.654644522901485,nominal,nominal
2024-01-01T00:11:00Z,29.14288553612432,25.230625796464643,-73.98654153428761,85.61107908051757,53.880511959315186,410.75497783191145,7.650684872161188,nominal,nominal
2024-01-01T00:12:00Z,29.085408879702552,25.442095447467292,-74.8280045500804,85.80035294410168,52.31263133458332,410.3297484593036,7.650692705808049,nominal,nominal
2024-01-01T00:13:00Z,29.187488225382186,25.391437290455848,-75.31461032065802,84.53132257197488,51.41864777248016,410.52825255894226,7.651611938200505,nominal,nominal
2024-01-01T00:14:00Z,29.134670355850282,25.818835329998524,-75.00729709407585,84.70592565843202,53.92857012589263,410.34577038781543,7.653024112946935,nominal,nominal
2024-01-01T00:15:00Z,29.021802845719172,25.650786188699534,-74.96377448541195,85.59032691788207,51.8912661320555,410.1545091959862,7.650802249918346,nominal,nominal
2024-01-01T00:16:00Z,29.13885710201064,25.829094365364675,-74.44817434938803,85.20665320436221,51.71903424473088,410.35552663925216,7.650814716461689,nominal,nominal
2024-01-01T00:17:00Z,29.025885233126935,25.251155809003894,-74.56230939148806,86.15133470400671,50.87929427932614,410.80474709600213,7.653455528358722,nominal,nominal
2024-01-01T00:18:00Z,29.197744164145977,25.99743511892637,-74.55815620029665,85.45158970969327,52.850836276099365,410.5621841457116,7.652546019602896,nominal,nominal
2024-01-01T00:19:00Z,29.120672173872478,26.358849155737005,-74.09530658622668,84.7552886982353,52.80099621534,409.90377640495166,7.649018999369847,nominal,nominal
2024-01-01T00:20:00Z,29.1149917286302,25.221579422903233,-74.18890938071692,85.08754044416656,52.21584256565579,410.3741911341914,7.650355734656618,nominal,nominal
2024-01-01T00:21:00Z,29.076790555004138,25.290908024930914,-74.16740738820761,84.4530168611687,51.116257369206814,410.9949355178131,7.6545530906957495,nominal,nominal
2024-01-01T00:22:00Z,29.254527917810105,26.323598937991303,-74.09308120755489,85.61713949486989,52.60321473673978,410.41752493254313,7.653011212380109,nominal,nominal
2024-01-01T00:23:00Z,29.136995714617818,25.668412046007262,-73.96822255937896,85.66974398275106,52.410357954756925,409.9628676191598,7.651371762236845,nominal,nominal
2024-01-01T00:24:00Z,29.118736301997156,26.418148656389132,-75.16214997384067,85.59542081055733,50.62121862176264,411.09220068559955,7.6523658156140115,nominal,nominal
2024-01-01T00:25:00Z,29.131953575162235,25.61908690317939,-74.34576923998813,86.30372354109426,50.519708051449975,410.7502030686311,7.652747281587638,nominal,nominal
2024-01-01T00:26:00Z,29.217889647851013,26.504679615077862,-75.13118542326423,86.38924303218855,53.68076042073479,410.54560221286016,7.653936630392941,nominal,nominal
2024-01-01T00:27:00Z,29.209183541859566,25.940636497896456,-74.10230515260699,85.80479308982375,49.03539379520248,410.47621993273145,7.650900831175492,nominal,nominal
2024-01-01T00:28:00Z,29.2197258891163,26.02910274085852,-74.08918506713766,84.95228761999871,53.35111502498624,410.9333054258464,7.651781575526539,nominal,nominal
2024-01-01T00:29:00Z,29.227613944082588,26.648323378810865,-73.58531020728523,86.22197698028093,52.43020964356729,410.4668718259718,7.653556767862494,nominal,nominal
2024-01-01T00:30:00Z,29.38782126217219,25.81256817561936,-73.49019963280625,86.2252769932981,55.21358621188398,410.9947201876676,7.653101464430821,nominal,nominal
2024-01-01T00:31:00Z,29.164700482561862,25.58288422701616,-73.90236205810405,86.14561537675301,52.61442825354383,410.8335846991722,7.65421241934123,nominal,nominal
2024-01-01T00:32:00Z,29.16135188759136,25.83541477242621,-74.18789381878963,86.47893455322762,54.44678854150774,410.7649170216722,7.651613301124091,nominal,nominal
2024-01-01T00:33:00Z,29.140360246224464,26.271549236623258,-73.71367854052058,85.54382631542637,52.964625767589474,410.75565374748993,7.654095689543854,nominal,nominal
2024-01-01T00:34:00Z,29.275153278635255,25.393984070536078,-74.13898728377862,87.00251557680063,53.83254107362025,410.6798933576639,7.655299294272458,nominal,nominal
2024-01-01T00:35:00Z,29.327406381823273,26.41585628358497,-73.87163231575754,85.69725188847814,54.86856938768663,411.0663549543241,7.65449354241203,nominal,nominal
2024-01-01T00:36:00Z,29.221594885972213,25.91680369287777,-73.3969878715619,86.49640110304614,53.17033571153232,410.51323100757327,7.654072836895661,nominal,nominal
2024-01-01T00:37:00Z,29.16225402864158,26.70585625517114,-74.0616565478542,85.43003409535503,55.45930085288439,410.3063161671783,7.653820643122288,nominal,nominal
2024-01-01T00:38:00Z,29.1696485704877,25.14184226229433,-73.41818521284134,85.80064029022802,52.57365118267207,410.99717163653406,7.652811921269175,nominal,nominal
2024-01-01T00:39:00Z,29.30835395968086,25.895048445086314,-73.44616634020527,86.9313689349096,54.60523274344819,411.02204019434225,7.654055345590952,nominal,nominal
2024-01-01T00:40:00Z,29.322606325782424,25.519656583815227,-74.1510890658383,86.16116233152019,55.645850423750346,410.99645051366724,7.656151449618889,nominal,nominal
2024-01-01T00:41:00Z,29.310473446705277,25.936144552925267,-73.25379982951313,86.6859129850988,55.34988228031566,410.99428371941144,7.65418128328273,nominal,nominal
2024-01-01T00:42:00Z,29.207532235360482,26.44859020058135,-73.3485045995005,86.44377047000599,57.33180246537753,410.79526491655366,7.6531224291662525,nominal,nominal
2024-01-01T00:43:00Z,29.29412277847069,26.28548931552103,-73.58799205370887,86.31891012677335,53.40864534727875,411.1470056759646,7.653815433690097,nominal,nominal
